,tileID,Picture,AOI,Notes.Corrections,Date,Timepoint,file,Tank,Y,Run,Genotype,Source,Type
149,170G,25,3,,6/25/20,Final,F_25,37A,0,1,19,FWC,S
150,171G,10,14,,6/25/20,Initial,I_10,33A,0.651,1,19,FWC,S
151,171G,3,7,,6/25/20,Final,F_3,33A,0.427,1,19,FWC,S
152,172G,10,13,,6/25/20,Initial,I_10,34B,0.615,1,19,FWC,A
153,172G,8,6,,6/25/20,Final,F_8,34B,0.522,1,19,FWC,A
154,173G,2,2,,6/25/20,Final,F_2,32B,0.591,1,19,FWC,A
155,173G,10,12,,6/25/20,Initial,I_10,32B,0.636,1,19,FWC,A
156,174G,8,2,,6/25/20,Final,F_8,34B,0.532,1,19,FWC,S
157,174G,10,11,,6/25/20,Initial,I_10,34B,0.592,1,19,FWC,S
158,175G,10,10,,6/25/20,Initial,I_10,35A,0.629,1,19,FWC,S
159,175G,11,6,,6/25/20,Final,F_11,35A,0.441,1,19,FWC,S
160,176G,10,9,,6/25/20,Initial,I_10,33A,0.646,1,19,FWC,S
161,176G,3,2,,6/25/20,Final,F_3,33A,0.424,1,19,FWC,S
162,177G,10,8,,6/25/20,Initial,I_10,35A,0.639,1,19,FWC,S
163,177G,11,10,,6/25/20,Final,F_11,35A,0.403,1,19,FWC,S
164,178G,1,13,,6/25/20,Final,F_1,32A,0.594,1,19,FWC,S
165,178G,10,7,,6/25/20,Initial,I_10,32A,0.604,1,19,FWC,S
166,179G,4,7,,6/25/20,Final,F_4,33B,0.569,1,19,FWC,A
167,179G,10,6,,6/25/20,Initial,I_10,33B,0.599,1,19,FWC,A
168,181G,27,3,,6/25/20,Final,F_27,37B,0.098,1,19,FWC,A
169,181G,14,5,,6/25/20,Initial,I_14,37B,0.61,1,19,FWC,A
962,180G,19,2,NA,6/26/20,Initial,19_I,35.5A,0.663,2,19,FWC,A
1027,180G,20,17,NA,6/26/20,Final,20_F,35.5A,0.346,2,19,FWC,A
1407,380B,1,12,NA,6/28/20,Final,1_F,31A,0.61,3,20,FWC,S
1408,392B,1,13,NA,6/28/20,Final,1_F,31A,0.627,3,20,FWC,S
1489,378B,11,4,NA,6/28/20,Initial,11_I,34B,0.634,3,20,FWC,S
1490,386B,11,5,NA,6/28/20,Initial,11_I,33B,0.595,3,20,FWC,S
1493,383B,11,8,NA,6/28/20,Initial,11_I,32B,0.627,3,20,FWC,S
1494,385B,11,9,NA,6/28/20,Initial,11_I,34B,0.617,3,20,FWC,S
1498,379B,11,13,NA,6/28/20,Initial,11_I,31B,0.618,3,20,FWC,S
1499,380B,11,14,NA,6/28/20,Initial,11_I,31A,0.609,3,20,FWC,S
1500,382B,11,15,NA,6/28/20,Initial,11_I,34B,0.616,3,20,FWC,S
1502,377B,11,17,NA,6/28/20,Initial,11_I,32B,0.632,3,20,FWC,S
1505,381B,11,20,NA,6/28/20,Initial,11_I,31A,0.626,3,20,FWC,S
1521,393B,12,16,NA,6/28/20,Final,12_F,34A,0.559,3,20,FWC,S
1552,393B,13,3,NA,6/28/20,Initial,13_I,34A,0.608,3,20,FWC,S
1565,388B,13,16,NA,6/28/20,Initial,13_I,35B,0.619,3,20,FWC,S
1566,387B,13,17,NA,6/28/20,Initial,13_I,32B,0.629,3,20,FWC,S
1567,392B,13,18,NA,6/28/20,Initial,13_I,31A,0.63,3,20,FWC,S
1576,378B,14,7,NA,6/28/20,Final,14_F,34B,0.54,3,20,FWC,S
1584,372B,14,15,NA,6/28/20,Final,14_F,34B,0.505,3,20,FWC,S
1604,391B,14,15,NA,6/28/20,Initial,14_I,35A,0.632,3,20,FWC,S
1617,385B,15,7,NA,6/28/20,Final,15_F,34B,0.517,3,20,FWC,S
1624,382B,15,14,NA,6/28/20,Final,15_F,34B,0.595,3,20,FWC,S
1645,379B,16,3,NA,6/28/20,Final,16_F,31B,0.625,3,20,FWC,S
1657,374B,16,15,NA,6/28/20,Final,16_F,31B,0.619,3,20,FWC,S
1663,370B,16,1,NA,6/28/20,Initial,16_I,36B,0.611,3,20,FWC,S
1667,367B,16,5,NA,6/28/20,Initial,16_I,35A,0.614,3,20,FWC,S
1668,373B,16,6,NA,6/28/20,Initial,16_I,32A,0.599,3,20,FWC,A
1669,371B,16,7,NA,6/28/20,Initial,16_I,33A,0.612,3,20,FWC,S
1673,375B,16,11,NA,6/28/20,Initial,16_I,36A,0.608,3,20,FWC,S
1675,369B,16,13,NA,6/28/20,Initial,16_I,36B,0.627,3,20,FWC,S
1677,374B,16,15,NA,6/28/20,Initial,16_I,31B,0.616,3,20,FWC,S
1678,374B,16,15,NA,6/28/20,Initial,16_I,36B,0.616,3,20,FWC,S
1679,376B,16,16,NA,6/28/20,Initial,16_I,35A,0.608,3,20,FWC,A
1680,372B,16,17,NA,6/28/20,Initial,16_I,34B,0.619,3,20,FWC,S
1690,367B,17,7,NA,6/28/20,Final,17_F,35A,0.328,3,20,FWC,S
1700,376B,17,17,NA,6/28/20,Final,17_F,35A,0.411,3,20,FWC,A
1737,391B,18,14,NA,6/28/20,Final,18_F,35A,0.377,3,20,FWC,S
1762,388B,19,2,NA,6/28/20,Final,19_F,35B,0.379,3,20,FWC,S
1783,381B,2,3,NA,6/28/20,Final,2_F,31A,0.617,3,20,FWC,S
1836,375B,21,7,NA,6/28/20,Final,21_F,36A,0.106,3,20,FWC,S
1859,370B,26,1,NA,6/28/20,Final,26_F,36B,0.067,3,20,FWC,S
1862,374B,26,4,NA,6/28/20,Final,26_F,36B,0.165,3,20,FWC,S
1868,369B,26,10,NA,6/28/20,Final,26_F,36B,0.116,3,20,FWC,S
1916,373B,4,9,NA,6/28/20,Final,4_F,32A,0.614,3,20,FWC,A
1974,383B,6,1,NA,6/28/20,Final,6_F,32B,0.6,3,20,FWC,S
1982,377B,6,9,NA,6/28/20,Final,6_F,32B,0.623,3,20,FWC,S
1983,387B,6,10,NA,6/28/20,Final,6_F,32B,0.604,3,20,FWC,S
2042,371B,8,3,NA,6/28/20,Final,8_F,33A,0.577,3,20,FWC,S
92,131W,11,10,,6/25/20,Initial,I_11,37A,0.648,1,21,FWC,S
93,131W,25,15,,6/25/20,Final,F_25,37A,0,1,21,FWC,S
94,132W,10,18,,6/25/20,Initial,I_10,32B,0.651,1,21,FWC,S
95,132W,2,16,,6/25/20,Final,F_2,32B,0.657,1,21,FWC,S
96,133W,7,8,,6/25/20,Final,F_7,34A,0.582,1,21,FWC,S
97,133W,10,17,,6/25/20,Initial,I_10,34A,0.634,1,21,FWC,S
98,134W,27,18,,6/25/20,Final,F_27,37B,0.06,1,21,FWC,S
99,134W,10,20,,6/25/20,Initial,I_10,37B,0.662,1,21,FWC,S
100,135W,3,10,,6/25/20,Final,F_3,33A,0.452,1,21,FWC,S
101,135W,10,16,,6/25/20,Initial,I_10,33A,0.635,1,21,FWC,S
102,136W,17,4,,6/25/20,Final,F_17,36A,0.178,1,21,FWC,S
103,136W,11,12,,6/25/20,Initial,I_11,36A,0.626,1,21,FWC,S
104,137W,10,15,,6/25/20,Initial,I_10,36B,0.648,1,21,FWC,S
105,137W,21,9,,6/25/20,Final,F_21,36B,0.161,1,21,FWC,S
106,138W,8,9,,6/25/20,Final,F_8,34B,0.551,1,21,FWC,S
107,138W,9,5,,6/25/20,Initial,I_9,34B,0.628,1,21,FWC,S
108,139W,15,2,,6/25/20,Initial,I_15,32A,0.629,1,21,FWC,S
109,139W,1,3,,6/25/20,Final,F_1,32A,0.62,1,21,FWC,S
111,140W,11,14,,6/25/20,Initial,I_11,34B,0.636,1,21,FWC,S
112,140W,8,10,,6/25/20,Final,F_8,34B,0.545,1,21,FWC,S
113,141W,13,12,,6/25/20,Final,F_13,35B,0.392,1,21,FWC,S
114,141W,9,3,,6/25/20,Initial,I_9,35B,0.623,1,21,FWC,S
115,142W,12,9,,6/25/20,Initial,I_12,33B,0.644,1,21,FWC,S
116,142W,4,18,,6/25/20,Final,F_4,33B,0.631,1,21,FWC,S
117,143W,11,16,,6/25/20,Initial,I_11,33B,0.623,1,21,FWC,S
118,143W,4,12,,6/25/20,Final,F_4,33B,0.62,1,21,FWC,S
119,144W,15,10,,6/25/20,Initial,I_15,35A,0.628,1,21,FWC,S
120,144W,11,18,,6/25/20,Final,F_11,35A,0.412,1,21,FWC,S
1404,259B,1,9,NA,6/28/20,Final,1_F,31A,0.618,3,4,Mote,S
1411,256B,1,16,NA,6/28/20,Final,1_F,31A,0.589,3,4,Mote,S
1448,261B,10,12,NA,6/28/20,Final,10_F,33B,0.606,3,4,Mote,S
1511,263B,12,6,NA,6/28/20,Final,12_F,34A,0.549,3,4,Mote,S
1582,266B,14,13,NA,6/28/20,Final,14_F,34B,0.551,3,4,Mote,S
1583,270B,14,14,NA,6/28/20,Final,14_F,34B,0.609,3,4,Mote,S
1618,271B,15,8,NA,6/28/20,Final,15_F,34B,0.56,3,4,Mote,S
1703,262B,17,20,NA,6/28/20,Final,17_F,35A,0.465,3,4,Mote,S
1778,260B,19,18,NA,6/28/20,Final,19_F,35B,0.483,3,4,Mote,S
1793,266B,2,2,NA,6/28/20,Initial,2_I,34B,0.606,3,4,Mote,S
1794,261B,2,3,NA,6/28/20,Initial,2_I,33B,0.596,3,4,Mote,S
1795,260B,2,4,NA,6/28/20,Initial,2_I,35B,0.599,3,4,Mote,S
1797,256B,2,6,NA,6/28/20,Initial,2_I,31A,0.596,3,4,Mote,S
1800,268B,2,9,NA,6/28/20,Initial,2_I,36A,0.599,3,4,Mote,S
1805,262B,2,13,NA,6/28/20,Initial,2_I,35A,0.626,3,4,Mote,S
1806,259B,2,14,NA,6/28/20,Initial,2_I,31A,0.621,3,4,Mote,S
1807,270B,2,15,NA,6/28/20,Initial,2_I,34B,0.623,3,4,Mote,S
1808,271B,2,16,NA,6/28/20,Initial,2_I,34B,0.591,3,4,Mote,S
1810,273B,2,18,NA,6/28/20,Initial,2_I,32B,0.613,3,4,Mote,S
1811,274B,2,19,NA,6/28/20,Initial,2_I,36B,0.618,3,4,Mote,S
1812,263B,2,20,NA,6/28/20,Initial,2_I,34A,0.625,3,4,Mote,S
1847,268B,22,1,NA,6/28/20,Final,22_F,36A,0.129,3,4,Mote,S
1864,269B,26,6,NA,6/28/20,Final,26_F,36B,0.108,3,4,Mote,S
1972,269B,5,19,NA,6/28/20,Initial,5_I,36B,0.612,3,4,Mote,S
2017,273B,7,4,NA,6/28/20,Final,7_F,32B,0.614,3,4,Mote,S
648,215W,10,6,NA,6/26/20,Final,10_F,33.5A,0.599,2,8,Mote,S
681,225W,11,6,NA,6/26/20,Final,11_F,33.5B,0.575,2,8,Mote,A
690,209W,11,15,NA,6/26/20,Final,11_F,33.5B,0.614,2,8,Mote,S
716,211W,12,5,NA,6/26/20,Final,12_F,33.5B,0.614,2,8,Mote,S
728,208W,12,17,NA,6/26/20,Final,12_F,33.5B,0.618,2,8,Mote,S
750,222W,12,20,NA,6/26/20,Initial,12_I,32.5B,0.643,2,8,Mote,A
817,220W,15,11,NA,6/26/20,Final,15_F,34.5A,0.475,2,8,Mote,S
833,219W,15,9,NA,6/26/20,Initial,15_I,34.5B,0.629,2,8,Mote,S
840,228W,15,15,NA,6/26/20,Initial,15_I,31.5B,0.638,2,8,Mote,S
851,219W,16,5,NA,6/26/20,Final,16_F,34.5B,0.442,2,8,Mote,S
852,218W,16,6,NA,6/26/20,Final,16_F,34.5B,0.396,2,8,Mote,S
854,207W,16,8,NA,6/26/20,Final,16_F,34.5B,0.444,2,8,Mote,S
901,223W,17,14,NA,6/26/20,Final,17_F,34.5B,0.385,2,8,Mote,A
933,227W,18,5,NA,6/26/20,Initial,18_I,35.5A,0.638,2,8,Mote,A
987,216W,2,6,NA,6/26/20,Final,2_F,31.5A,0.648,2,8,Mote,S
1019,213W,20,9,NA,6/26/20,Final,20_F,35.5A,0.235,2,8,Mote,S
1025,227W,20,15,NA,6/26/20,Final,20_F,35.5A,0.242,2,8,Mote,A
1059,214W,23,5,NA,6/26/20,Final,23_F,35.5B,0.277,2,8,Mote,S
1072,224W,23,18,NA,6/26/20,Final,23_F,35.5B,0.272,2,8,Mote,A
1101,212W,26,15,NA,6/26/20,Final,26_F,36.5A,0.083,2,8,Mote,S
1123,210W,28,6,NA,6/26/20,Final,28_F,36.5B,0.089,2,8,Mote,S
1148,228W,3,7,NA,6/26/20,Final,3_F,31.5B,0.665,2,8,Mote,S
1235,221W,5,19,NA,6/26/20,Final,5_F,32.5A,0.665,2,8,Mote,S
1240,212W,5,4,NA,6/26/20,Initial,5_I,36.5A,0.633,2,8,Mote,S
1245,217W,5,9,NA,6/26/20,Initial,5_I,32.5B,0.654,2,8,Mote,S
1246,214W,5,10,NA,6/26/20,Initial,5_I,35.5B,0.642,2,8,Mote,S
1247,213W,5,11,NA,6/26/20,Initial,5_I,35.5A,0.651,2,8,Mote,S
1248,215W,5,12,NA,6/26/20,Initial,5_I,33.5A,0.653,2,8,Mote,S
1249,210W,5,13,NA,6/26/20,Initial,5_I,36.5B,0.654,2,8,Mote,S
1250,223W,5,14,NA,6/26/20,Initial,5_I,34.5B,0.644,2,8,Mote,A
1251,220W,5,15,NA,6/26/20,Initial,5_I,34.5A,0.651,2,8,Mote,S
1252,218W,5,16,NA,6/26/20,Initial,5_I,34.5B,0.664,2,8,Mote,S
1255,221W,5,19,NA,6/26/20,Initial,5_I,32.5A,0.655,2,8,Mote,S
1256,226W,5,20,NA,6/26/20,Initial,5_I,32.5B,0.644,2,8,Mote,A
1265,208W,6,2,NA,6/26/20,Initial,6_I,33.5B,0.647,2,8,Mote,S
1266,225W,6,3,NA,6/26/20,Initial,6_I,33.5B,0.62,2,8,Mote,A
1267,207W,6,4,NA,6/26/20,Initial,6_I,34.5B,0.639,2,8,Mote,S
1268,209W,6,5,NA,6/26/20,Initial,6_I,33.5B,0.621,2,8,Mote,S
1269,216W,6,6,NA,6/26/20,Initial,6_I,31.5A,0.627,2,8,Mote,S
1272,211W,6,9,NA,6/26/20,Initial,6_I,33.5B,0.657,2,8,Mote,S
1288,217W,7,4,NA,6/26/20,Final,7_F,32.5B,0.658,2,8,Mote,S
1329,226W,8,10,NA,6/26/20,Final,8_F,32.5B,0.647,2,8,Mote,A
1336,222W,8,17,NA,6/26/20,Final,8_F,32.5B,0.649,2,8,Mote,A
1353,224W,8,16,NA,6/26/20,Initial,8_I,35.5B,0.639,2,8,Mote,A
350,312W,12,3,,6/25/20,Final,F_12,35A,0.5,1,13,Mote,S
351,312W,12,7,,6/25/20,Initial,I_12,35A,0.622,1,13,Mote,S
354,313W,12,8,,6/25/20,Initial,I_12,33A,0.638,1,13,Mote,S
355,313W,3,11,,6/25/20,Final,F_3,33A,0.462,1,13,Mote,S
356,314W,25,9,,6/25/20,Final,F_25,37A,0,1,13,Mote,S
357,314W,12,11,,6/25/20,Initial,I_12,37A,0.626,1,13,Mote,S
358,315W,17,5,,6/25/20,Final,F_17,36A,0.105,1,13,Mote,S
359,315W,12,12,,6/25/20,Initial,I_12,36A,0.638,1,13,Mote,S
360,316W,1,7,,6/25/20,Final,F_1,32A,0.632,1,13,Mote,S
361,316W,12,10,,6/25/20,Initial,I_12,32A,0.612,1,13,Mote,S
364,317W,12,6,,6/25/20,Final,F_12,35A,0.324,1,13,Mote,S
365,317W,12,13,,6/25/20,Initial,I_12,35A,0.647,1,13,Mote,S
366,318W,14,14,,6/25/20,Initial,I_14,34A,0.633,1,13,Mote,S
367,318W,5,14,,6/25/20,Final,F_5,34A,0.685,1,13,Mote,S
370,319W,12,14,,6/25/20,Initial,I_12,35A,0.657,1,13,Mote,S
371,319W,11,22,,6/25/20,Final,F_11,35A,0.405,1,13,Mote,S
374,320W,12,15,,6/25/20,Initial,I_12,36A,0.648,1,13,Mote,S
375,320W,17,8,,6/25/20,Final,F_17,36A,0.197,1,13,Mote,S
378,321W,12,7,,6/25/20,Final,F_12,35A,0.315,1,13,Mote,A
379,321W,13,1,251,6/25/20,Initial,I_13,35A,0.623,1,13,Mote,A
382,322W,17,7,,6/25/20,Final,F_17,36A,0.149,1,13,Mote,A
383,322W,13,8,,6/25/20,Initial,I_13,36A,0.647,1,13,Mote,A
386,323W,12,16,,6/25/20,Initial,I_12,33A,0.63,1,13,Mote,A
387,323W,3,15,,6/25/20,Final,F_3,33A,0.46,1,13,Mote,A
388,324W,1,22,,6/25/20,Final,F_1,32A,0.638,1,13,Mote,A
389,324W,14,13,,6/25/20,Initial,I_14,32A,0.637,1,13,Mote,A
390,325W,7,5,,6/25/20,Final,F_7,34A,0.496,1,13,Mote,A
391,325W,13,7,,6/25/20,Initial,I_13,34A,0.628,1,13,Mote,A
394,326W,13,6,,6/25/20,Initial,I_13,34A,0.608,1,13,Mote,A
395,326W,7,7,,6/25/20,Final,F_7,34A,0.574,1,13,Mote,A
397,327W,13,5,,6/25/20,Initial,I_13,34B,0.62,1,13,Mote,A
208,229W,22,10,,6/25/20,Final,F_22,37A,0.081,1,20,Mote,A
209,230W,5,12,,6/25/20,Final,F_5,34A,0.647,1,20,Mote,A
210,230W,9,14,,6/25/20,Initial,I_9,34A,0.613,1,20,Mote,A
211,231W,9,12,,6/25/20,Initial,I_9,35A,0.634,1,20,Mote,A
212,231W,12,2,,6/25/20,Final,F_12,35A,0.403,1,20,Mote,A
213,232W,5,19,,6/25/20,Final,F_5,34A,0.637,1,20,Mote,A
214,232W,15,3,,6/25/20,Initial,I_15,34A,0.59,1,20,Mote,A
215,233W,9,17,,6/25/20,Initial,I_9,32B,0.626,1,20,Mote,S
216,233W,2,15,,6/25/20,Final,F_2,32B,0.636,1,20,Mote,S
217,234W,9,16,,6/25/20,Initial,I_9,33A,0.597,1,20,Mote,S
218,234W,3,21,,6/25/20,Final,F_3,33A,0.443,1,20,Mote,S
219,235W,8,8,,6/25/20,Final,F_8,34B,0.573,1,20,Mote,S
220,235W,9,4,,6/25/20,Initial,I_9,34B,0.594,1,20,Mote,S
221,236W,27,14,,6/25/20,Final,F_27,37B,0.064,1,20,Mote,S
222,236W,9,8,,6/25/20,Initial,I_9,37B,0.614,1,20,Mote,S
223,237W,9,11,,6/25/20,Initial,I_9,32A,0.637,1,20,Mote,S
224,237W,1,4,,6/25/20,Final,F_1,32A,0.537,1,20,Mote,S
225,238W,9,7,,6/25/20,Initial,I_9,33B,0.606,1,20,Mote,S
226,238W,4,20,,6/25/20,Final,F_4,33B,0.614,1,20,Mote,S
227,239W,10,19,,6/25/20,Initial,I_10,37A,0.649,1,20,Mote,S
228,239W,25,8,,6/25/20,Final,F_25,37A,0,1,20,Mote,S
229,240W,16,2,,6/25/20,Final,F_16,35B,0.373,1,20,Mote,S
230,240W,9,2,,6/25/20,Initial,I_9,35B,0.607,1,20,Mote,S
231,241W,5,15,,6/25/20,Final,F_5,34A,0.696,1,20,Mote,S
232,241W,9,10,,6/25/20,Initial,I_9,34A,0.625,1,20,Mote,S
233,242W,9,19,,6/25/20,Initial,I_9,35A,0.617,1,20,Mote,S
234,242W,11,19,,6/25/20,Final,F_11,35A,0.426,1,20,Mote,S
235,243W,9,9,,6/25/20,Initial,I_9,36B,0.622,1,20,Mote,S
236,243W,22,6,,6/25/20,Final,F_22,36B,0.126,1,20,Mote,S
237,244W,17,1,,6/25/20,Final,F_17,36A,0.084,1,20,Mote,S
238,244W,9,15,,6/25/20,Initial,I_9,36A,0.616,1,20,Mote,S
1399,336B,1,4,NA,6/28/20,Final,1_F,31A,0.63,3,36,Mote,S
1410,338B,1,15,NA,6/28/20,Final,1_F,31A,0.626,3,36,Mote,S
1450,333B,10,14,NA,6/28/20,Final,10_F,33B,0.627,3,36,Mote,S
1472,352B,10,16,NA,6/28/20,Initial,10_I,36B,0.627,3,36,Mote,S
1497,336B,11,12,NA,6/28/20,Initial,11_I,31A,0.632,3,36,Mote,S
1522,357B,12,17,NA,6/28/20,Final,12_F,34A,0.583,3,36,Mote,S
1523,349B,12,18,NA,6/28/20,Final,12_F,34A,0.601,3,36,Mote,S
1578,359B,14,9,NA,6/28/20,Final,14_F,34B,0.571,3,36,Mote,S
1581,351B,14,12,NA,6/28/20,Final,14_F,34B,0.572,3,36,Mote,S
1590,345B,14,1,NA,6/28/20,Initial,14_I,32B,0.556,3,36,Mote,S
1591,338B,14,2,NA,6/28/20,Initial,14_I,31A,0.634,3,36,Mote,S
1592,344B,14,3,NA,6/28/20,Initial,14_I,32A,0.615,3,36,Mote,S
1593,342B,14,4,NA,6/28/20,Initial,14_I,32A,0.636,3,36,Mote,S
1594,341B,14,5,NA,6/28/20,Initial,14_I,32A,0.636,3,36,Mote,S
1595,346B,14,6,NA,6/28/20,Initial,14_I,32B,0.61,3,36,Mote,S
1596,337B,14,7,NA,6/28/20,Initial,14_I,32B,0.622,3,36,Mote,S
1597,335B,14,8,NA,6/28/20,Initial,14_I,31B,0.627,3,36,Mote,A
1598,348B,14,9,NA,6/28/20,Initial,14_I,36B,0.627,3,36,Mote,S
1599,349B,14,10,NA,6/28/20,Initial,14_I,34A,0.637,3,36,Mote,S
1600,334B,14,11,NA,6/28/20,Initial,14_I,34B,0.634,3,36,Mote,S
1601,333B,14,12,NA,6/28/20,Initial,14_I,33B,0.62,3,36,Mote,S
1602,332B,14,13,NA,6/28/20,Initial,14_I,35B,0.627,3,36,Mote,A
1603,351B,14,14,NA,6/28/20,Initial,14_I,34B,0.638,3,36,Mote,S
1626,334B,15,16,NA,6/28/20,Final,15_F,34B,0.509,3,36,Mote,S
1650,335B,16,8,NA,6/28/20,Final,16_F,31B,0.618,3,36,Mote,A
1837,354B,21,8,NA,6/28/20,Final,21_F,36A,0.14,3,36,Mote,S
1845,353B,21,16,NA,6/28/20,Final,21_F,36A,0.179,3,36,Mote,S
1860,352B,26,2,NA,6/28/20,Final,26_F,36B,0.149,3,36,Mote,S
1872,348B,26,14,NA,6/28/20,Final,26_F,36B,0.176,3,36,Mote,S
1908,342B,4,1,NA,6/28/20,Final,4_F,32A,0.611,3,36,Mote,S
1915,341B,4,8,NA,6/28/20,Final,4_F,32A,0.607,3,36,Mote,S
1923,344B,4,16,NA,6/28/20,Final,4_F,32A,0.619,3,36,Mote,S
1987,337B,6,14,NA,6/28/20,Final,6_F,32B,0.624,3,36,Mote,S
1993,346B,6,20,NA,6/28/20,Final,6_F,32B,0.632,3,36,Mote,S
1999,354B,6,6,NA,6/28/20,Initial,6_I,36A,0.636,3,36,Mote,S
2000,355B,6,7,NA,6/28/20,Initial,6_I,33A,0.64,3,36,Mote,S
2002,353B,6,9,NA,6/28/20,Initial,6_I,36A,0.654,3,36,Mote,S
2010,359B,6,17,NA,6/28/20,Initial,6_I,34B,0.647,3,36,Mote,S
2011,357B,6,18,NA,6/28/20,Initial,6_I,34A,0.632,3,36,Mote,S
2016,345B,7,3,NA,6/28/20,Final,7_F,32B,0.613,3,36,Mote,S
2048,355B,8,9,NA,6/28/20,Final,8_F,33A,0.615,3,36,Mote,S
601,15B,1,3,NA,6/26/20,Final,1_F,31.5A,0.667,2,38,Mote,S
683,26B,11,8,NA,6/26/20,Final,11_F,33.5B,0.614,2,38,Mote,A
701,20B,11,10,NA,6/26/20,Initial,11_I,34.5B,0.66,2,38,Mote,S
702,22B,11,11,NA,6/26/20,Initial,11_I,36.5A,0.643,2,38,Mote,S
703,19B,11,12,NA,6/26/20,Initial,11_I,36.5B,0.64,2,38,Mote,S
704,14B,11,13,NA,6/26/20,Initial,11_I,32.5A,0.653,2,38,Mote,S
705,18B,11,14,NA,6/26/20,Initial,11_I,33.5A,0.665,2,38,Mote,S
715,24B,12,4,NA,6/26/20,Final,12_F,33.5B,0.626,2,38,Mote,S
726,25B,12,15,NA,6/26/20,Final,12_F,33.5B,0.621,2,38,Mote,A
731,23B,12,1,NA,6/26/20,Initial,12_I,35.5A,0.626,2,38,Mote,S
732,16B,12,2,NA,6/26/20,Initial,12_I,34.5A,0.62,2,38,Mote,S
733,15B,12,3,NA,6/26/20,Initial,12_I,31.5A,0.637,2,38,Mote,S
734,17B,12,4,NA,6/26/20,Initial,12_I,31.5B,0.645,2,38,Mote,S
807,16B,15,1,NA,6/26/20,Final,15_F,34.5A,0.522,2,38,Mote,S
860,20B,16,14,NA,6/26/20,Final,16_F,34.5B,0.595,2,38,Mote,S
1011,23B,20,1,NA,6/26/20,Final,20_F,35.5A,0.4,2,38,Mote,S
1057,21B,23,3,NA,6/26/20,Final,23_F,35.5B,0.398,2,38,Mote,S
1093,22B,26,7,NA,6/26/20,Final,26_F,36.5A,0.111,2,38,Mote,S
1138,19B,29,1,NA,6/26/20,Final,29_F,36.5B,0.201,2,38,Mote,S
1167,27B,3,12,NA,6/26/20,Initial,3_I,32.5B,0.625,2,38,Mote,S
1188,17B,4,11,NA,6/26/20,Final,4_F,31.5B,0.642,2,38,Mote,S
1205,25B,4,8,NA,6/26/20,Initial,4_I,33.5B,0.621,2,38,Mote,A
1206,26B,4,9,NA,6/26/20,Initial,4_I,33.5B,0.603,2,38,Mote,A
1207,24B,4,10,NA,6/26/20,Initial,4_I,33.5B,0.624,2,38,Mote,S
1216,28B,4,19,NA,6/26/20,Initial,4_I,32.5B,0.635,2,38,Mote,A
1232,14B,5,16,NA,6/26/20,Final,5_F,32.5A,0.649,2,38,Mote,S
1279,21B,6,16,NA,6/26/20,Initial,6_I,35.5B,0.652,2,38,Mote,S
1287,27B,7,3,NA,6/26/20,Final,7_F,32.5B,0.639,2,38,Mote,S
1331,28B,8,12,NA,6/26/20,Final,8_F,32.5B,0.641,2,38,Mote,A
606,255W,1,8,NA,6/26/20,Final,1_F,31.5A,0.673,2,40,Mote,S
691,260W,11,16,NA,6/26/20,Final,11_F,33.5B,0.615,2,40,Mote,A
719,247W,12,8,NA,6/26/20,Final,12_F,33.5B,0.636,2,40,Mote,S
769,254W,13,18,NA,6/26/20,Initial,13_I,36.5A,0.659,2,40,Mote,S
770,253W,13,19,NA,6/26/20,Initial,13_I,36.5B,0.654,2,40,Mote,S
771,249W,13,20,NA,6/26/20,Initial,13_I,34.5B,0.675,2,40,Mote,S
801,247W,14,15,NA,6/26/20,Initial,14_I,33.5B,0.663,2,40,Mote,S
802,246W,14,16,NA,6/26/20,Initial,14_I,32.5A,0.662,2,40,Mote,S
803,251W,14,17,NA,6/26/20,Initial,14_I,33.5A,0.664,2,40,Mote,S
804,248W,14,18,NA,6/26/20,Initial,14_I,35.5B,0.647,2,40,Mote,S
805,250W,14,19,NA,6/26/20,Initial,14_I,35.5B,0.657,2,40,Mote,S
806,252W,14,20,NA,6/26/20,Initial,14_I,32.5B,0.671,2,40,Mote,S
816,261W,15,10,NA,6/26/20,Final,15_F,34.5A,0.409,2,40,Mote,S
826,259W,15,2,NA,6/26/20,Initial,15_I,32.5B,0.611,2,40,Mote,A
832,245W,15,8,NA,6/26/20,Initial,15_I,31.5B,0.653,2,40,Mote,S
839,257W,15,14,NA,6/26/20,Initial,15_I,32.5B,0.651,2,40,Mote,A
845,255W,15,20,NA,6/26/20,Initial,15_I,31.5A,0.644,2,40,Mote,S
905,249W,17,18,NA,6/26/20,Final,17_F,34.5B,0.559,2,40,Mote,S
1030,258W,20,2,NA,6/26/20,Initial,20_I,32.5B,0.615,2,40,Mote,A
1032,256W,20,4,NA,6/26/20,Initial,20_I,31.5B,0.659,2,40,Mote,A
1066,250W,23,12,NA,6/26/20,Final,23_F,35.5B,0.358,2,40,Mote,S
1080,248W,24,8,NA,6/26/20,Final,24_F,35.5B,0.248,2,40,Mote,S
1115,254W,27,9,NA,6/26/20,Final,27_F,36.5A,0.128,2,40,Mote,S
1136,253W,28,19,NA,6/26/20,Final,28_F,36.5B,0.18,2,40,Mote,S
1190,256W,4,13,NA,6/26/20,Final,4_F,31.5B,0.644,2,40,Mote,A
